brand,model_clean,car_link,description,price,price_eur,first_registration,accident_free,car_age_years,mileage_km,mileage_category,power_kw,power_hp,fuel_type,seller_name,seller_rating,seller_reviews_count,rag_text,specifications,spec_list
Mercedes-Benz,Mercedes-Benz CLA 200 Shooting Brake,https://suchen.mobile.de/fahrzeuge/details.html?id=442028837&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&rd=100&ref=srp&refId=692b2536-d65d-caf0-12e7-d05cb10a818e&s=Car&sb=rel&searchId=692b2536-d65d-caf0-12e7-d05cb10a818e&vc=Car,7G-DCT AMG Line+LED+NAVI,"18,999",18999,2017-09,False,8,92215,50k-100k,115.0,156.0,Petrol,Kamux Auto GmbH,4.3,161,"Mercedes-Benz | Mercedes-Benz CLA 200 Shooting Brake | First registration: 2017-09 | Accident-free: No | Mileage: 92,215 km | Fuel: Petrol | Power: 115.0 kW | Price: €18,999 | Seller: Kamux Auto GmbH (4.3⭐) | Description: 7G-DCT AMG Line+LED+NAVI","['FR 09/2017', '92,215 km', '115 kW (156 hp)', 'Petrol']","['FR 09/2017', '92,215 km', '115 kW (156 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz A 180,https://suchen.mobile.de/fahrzeuge/details.html?id=442379069&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=9&rd=100&ref=srp&refId=2e3771fb-fe98-907e-4b97-3ba9050181ed&s=Car&sb=rel&searchId=2e3771fb-fe98-907e-4b97-3ba9050181ed&vc=Car,Not provided by seller.,"23,900",23900,2020-11,True,5,100000,50k-100k,100.0,136.0,Petrol,First Car,4.9,154,"Mercedes-Benz | Mercedes-Benz A 180 | First registration: 2020-11 | Accident-free: Yes | Mileage: 100,000 km | Fuel: Petrol | Power: 100.0 kW | Price: €23,900 | Seller: First Car (4.9⭐) | Description: Not provided by seller.","['Accident-free', 'FR 11/2020', '100,000 km', '100 kW (136 hp)', 'Petrol']","['Accident-free', 'FR 11/2020', '100,000 km', '100 kW (136 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz GLC 220,https://suchen.mobile.de/fahrzeuge/details.html?id=441632387&action=eyeCatcher&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=9&rd=100&ref=srp&refId=2e3771fb-fe98-907e-4b97-3ba9050181ed&s=Car&sb=rel&searchId=2e3771fb-fe98-907e-4b97-3ba9050181ed&vc=Car,d 4Matic AMG Pano*Distronic Plus*360*,"30,900",30900,2016-11,True,9,81407,50k-100k,125.0,170.0,Diesel,CZ-Fahrzeugforum GbR,4.5,48,"Mercedes-Benz | Mercedes-Benz GLC 220 | First registration: 2016-11 | Accident-free: Yes | Mileage: 81,407 km | Fuel: Diesel | Power: 125.0 kW | Price: €30,900 | Seller: CZ-Fahrzeugforum GbR (4.5⭐) | Description: d 4Matic AMG Pano*Distronic Plus*360*","['Accident-free', 'FR 11/2016', '81,407 km', '125 kW (170 hp)', 'Diesel']","['Accident-free', 'FR 11/2016', '81,407 km', '125 kW (170 hp)', 'Diesel']"
Mercedes-Benz,Mercedes-Benz B 180,https://suchen.mobile.de/fahrzeuge/details.html?id=434265168&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=9&rd=100&ref=srp&refId=2e3771fb-fe98-907e-4b97-3ba9050181ed&s=Car&sb=rel&searchId=2e3771fb-fe98-907e-4b97-3ba9050181ed&vc=Car,Not provided by seller.,"16,470",16470,2017-04,False,8,78234,50k-100k,90.0,122.0,Petrol,Ernst Dello GmbH & Co. KG,5,65,"Mercedes-Benz | Mercedes-Benz B 180 | First registration: 2017-04 | Accident-free: No | Mileage: 78,234 km | Fuel: Petrol | Power: 90.0 kW | Price: €16,470 | Seller: Ernst Dello GmbH & Co. KG (5⭐) | Description: Not provided by seller.","['FR 04/2017', '78,234 km', '90 kW (122 hp)', 'Petrol']","['FR 04/2017', '78,234 km', '90 kW (122 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz C 180,https://suchen.mobile.de/fahrzeuge/details.html?id=438398360&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=9&rd=100&ref=srp&refId=2e3771fb-fe98-907e-4b97-3ba9050181ed&s=Car&sb=rel&searchId=2e3771fb-fe98-907e-4b97-3ba9050181ed&vc=Car,C180 T Avantgarde DAB LED Sihzg Klima Navi Leder,"16,995",16995,2016-11,True,9,124865,>100k,115.0,156.0,Petrol,Autogalerie Lorenzen Husum GmbH & Co. KG,4.4,121,"Mercedes-Benz | Mercedes-Benz C 180 | First registration: 2016-11 | Accident-free: Yes | Mileage: 124,865 km | Fuel: Petrol | Power: 115.0 kW | Price: €16,995 | Seller: Autogalerie Lorenzen Husum GmbH & Co. KG (4.4⭐) | Description: C180 T Avantgarde DAB LED Sihzg Klima Navi Leder","['Accident-free', 'FR 11/2016', '124,865 km', '115 kW (156 hp)', 'Petrol']","['Accident-free', 'FR 11/2016', '124,865 km', '115 kW (156 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz E 350,https://suchen.mobile.de/fahrzeuge/details.html?id=440881898&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=9&rd=100&ref=srp&refId=2e3771fb-fe98-907e-4b97-3ba9050181ed&s=Car&sb=rel&searchId=2e3771fb-fe98-907e-4b97-3ba9050181ed&vc=Car,d Cabrio AMG-LINE|360°|AHK|LED|DTR+|AIRSCA.,"25,990",25990,2015-06,False,10,125000,>100k,190.0,258.0,Diesel,Prime Cars,4.6,152,"Mercedes-Benz | Mercedes-Benz E 350 | First registration: 2015-06 | Accident-free: No | Mileage: 125,000 km | Fuel: Diesel | Power: 190.0 kW | Price: €25,990 | Seller: Prime Cars (4.6⭐) | Description: d Cabrio AMG-LINE|360°|AHK|LED|DTR+|AIRSCA.","['FR 06/2015', '125,000 km', '190 kW (258 hp)', 'Diesel']","['FR 06/2015', '125,000 km', '190 kW (258 hp)', 'Diesel']"
Mercedes-Benz,Mercedes-Benz A 200,https://suchen.mobile.de/fahrzeuge/details.html?id=442028245&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=9&rd=100&ref=srp&refId=2e3771fb-fe98-907e-4b97-3ba9050181ed&s=Car&sb=rel&searchId=2e3771fb-fe98-907e-4b97-3ba9050181ed&vc=Car,Progressive *LED*SHZ*NAVI*SPURHALTE*KAMEA*,"23,190",23190,2020-03,True,5,80300,50k-100k,120.0,163.0,Petrol,Dein-Car.de,5,67,"Mercedes-Benz | Mercedes-Benz A 200 | First registration: 2020-03 | Accident-free: Yes | Mileage: 80,300 km | Fuel: Petrol | Power: 120.0 kW | Price: €23,190 | Seller: Dein-Car.de (5⭐) | Description: Progressive *LED*SHZ*NAVI*SPURHALTE*KAMEA*","['Accident-free', 'FR 03/2020', '80,300 km', '120 kW (163 hp)', 'Petrol']","['Accident-free', 'FR 03/2020', '80,300 km', '120 kW (163 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz E 200,https://suchen.mobile.de/fahrzeuge/details.html?id=440306301&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=10&rd=100&ref=srp&refId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&s=Car&sb=rel&searchId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&vc=Car,Aut. Exclusive LederNav LED CAM PDC EGSD,"22,800",22800,2017-09,False,8,89977,50k-100k,135.0,184.0,Petrol,AGT - Automobile Technik Handelsges. mbH,4.4,74,"Mercedes-Benz | Mercedes-Benz E 200 | First registration: 2017-09 | Accident-free: No | Mileage: 89,977 km | Fuel: Petrol | Power: 135.0 kW | Price: €22,800 | Seller: AGT - Automobile Technik Handelsges. mbH (4.4⭐) | Description: Aut. Exclusive LederNav LED CAM PDC EGSD","['FR 09/2017', '89,977 km', '135 kW (184 hp)', 'Petrol']","['FR 09/2017', '89,977 km', '135 kW (184 hp)', 'Petrol']"
Volkswagen,Volkswagen Tiguan Allspace,https://suchen.mobile.de/fahrzeuge/details.html?id=440819095&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=10&rd=100&ref=srp&refId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&s=Car&sb=rel&searchId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&vc=Car,2.0 TSI DSGHighline Keyless-Go,"27,990",27990,2018-04,False,7,114000,>100k,132.0,179.0,Petrol,Autoland AG Niederlassung Hamburg,4.8,10,"Volkswagen | Volkswagen Tiguan Allspace | First registration: 2018-04 | Accident-free: No | Mileage: 114,000 km | Fuel: Petrol | Power: 132.0 kW | Price: €27,990 | Seller: Autoland AG Niederlassung Hamburg (4.8⭐) | Description: 2.0 TSI DSGHighline Keyless-Go","['FR 04/2018', '114,000 km', '132 kW (179 hp)', 'Petrol']","['FR 04/2018', '114,000 km', '132 kW (179 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz C 220,https://suchen.mobile.de/fahrzeuge/details.html?id=441364914&action=eyeCatcher&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=10&rd=100&ref=srp&refId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&s=Car&sb=rel&searchId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&vc=Car,d Exclusive LED/SHZ/Parktronic/Nav/Tempom.,"19,870",19870,2017-07,False,8,98308,50k-100k,125.0,170.0,Diesel,"Leseberg Automobile GmbH, Autorisierter Mercedes-Benz Service",4.7,1083,"Mercedes-Benz | Mercedes-Benz C 220 | First registration: 2017-07 | Accident-free: No | Mileage: 98,308 km | Fuel: Diesel | Power: 125.0 kW | Price: €19,870 | Seller: Leseberg Automobile GmbH, Autorisierter Mercedes-Benz Service (4.7⭐) | Description: d Exclusive LED/SHZ/Parktronic/Nav/Tempom.","['FR 07/2017', '98,308 km', '125 kW (170 hp)', 'Diesel']","['FR 07/2017', '98,308 km', '125 kW (170 hp)', 'Diesel']"
Mercedes-Benz,Mercedes-Benz CLA 45 AMG,https://suchen.mobile.de/fahrzeuge/details.html?id=441529028&action=eyeCatcher&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=10&rd=100&ref=srp&refId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&s=Car&sb=rel&searchId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&vc=Car,SPEEDSHIFT DCT 4MATIC AMG,"28,199",28199,2016-01,True,9,120971,>100k,280.0,381.0,Petrol,"23795 bad segeberg, Private Seller",,,"Mercedes-Benz | Mercedes-Benz CLA 45 AMG | First registration: 2016-01 | Accident-free: Yes | Mileage: 120,971 km | Fuel: Petrol | Power: 280.0 kW | Price: €28,199 | Seller: 23795 bad segeberg, Private Seller | Description: SPEEDSHIFT DCT 4MATIC AMG","['Accident-free', 'FR 01/2016', '120,971 km', '280 kW (381 hp)', 'Petrol']","['Accident-free', 'FR 01/2016', '120,971 km', '280 kW (381 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz GLC 250,https://suchen.mobile.de/fahrzeuge/details.html?id=437695068&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=10&rd=100&ref=srp&refId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&s=Car&sb=rel&searchId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&vc=Car,4 Matic AMG StandHZG Navi LED SHZ RFK,"25,999",25999,2018-12,False,6,90417,50k-100k,155.0,211.0,Petrol,May & Olde GmbH,4.5,150,"Mercedes-Benz | Mercedes-Benz GLC 250 | First registration: 2018-12 | Accident-free: No | Mileage: 90,417 km | Fuel: Petrol | Power: 155.0 kW | Price: €25,999 | Seller: May & Olde GmbH (4.5⭐) | Description: 4 Matic AMG StandHZG Navi LED SHZ RFK","['FR 12/2018', '90,417 km', '155 kW (211 hp)', 'Petrol']","['FR 12/2018', '90,417 km', '155 kW (211 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz GLC 250,https://suchen.mobile.de/fahrzeuge/details.html?id=419971731&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=10&rd=100&ref=srp&refId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&s=Car&sb=rel&searchId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&vc=Car,"4Matic 9-Gang, Pano-Schiebedach, SHZ,...","28,980",28980,2018-09,False,7,89000,50k-100k,155.0,211.0,Petrol,OHLA-AUTOMOBILE GmbH,4.9,88,"Mercedes-Benz | Mercedes-Benz GLC 250 | First registration: 2018-09 | Accident-free: No | Mileage: 89,000 km | Fuel: Petrol | Power: 155.0 kW | Price: €28,980 | Seller: OHLA-AUTOMOBILE GmbH (4.9⭐) | Description: 4Matic 9-Gang, Pano-Schiebedach, SHZ,...","['FR 09/2018', '89,000 km', '155 kW (211 hp)', 'Petrol']","['FR 09/2018', '89,000 km', '155 kW (211 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz C 43 AMG,https://suchen.mobile.de/fahrzeuge/details.html?id=440966787&action=eyeCatcher&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=10&rd=100&ref=srp&refId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&s=Car&sb=rel&searchId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&vc=Car,Mercedes-AMG C 43 4MATIC*Perform. Sitze*Pano*LED,"29,100",29100,2017-07,True,8,114850,>100k,270.0,367.0,Petrol,"24558 Henstedt-Ulzburg, Private Seller",,,"Mercedes-Benz | Mercedes-Benz C 43 AMG | First registration: 2017-07 | Accident-free: Yes | Mileage: 114,850 km | Fuel: Petrol | Power: 270.0 kW | Price: €29,100 | Seller: 24558 Henstedt-Ulzburg, Private Seller | Description: Mercedes-AMG C 43 4MATIC*Perform. Sitze*Pano*LED","['Accident-free', 'FR 07/2017', '114,850 km', '270 kW (367 hp)', 'Petrol']","['Accident-free', 'FR 07/2017', '114,850 km', '270 kW (367 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz GL 63 AMG,https://suchen.mobile.de/fahrzeuge/details.html?id=428317651&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=10&rd=100&ref=srp&refId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&s=Car&sb=rel&searchId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&vc=Car,Not provided by seller.,"38,900",38900,2014-10,True,11,106500,>100k,410.0,557.0,Petrol,Autostrada Sport GmbH,5,176,"Mercedes-Benz | Mercedes-Benz GL 63 AMG | First registration: 2014-10 | Accident-free: Yes | Mileage: 106,500 km | Fuel: Petrol | Power: 410.0 kW | Price: €38,900 | Seller: Autostrada Sport GmbH (5⭐) | Description: Not provided by seller.","['Accident-free', 'FR 10/2014', '106,500 km', '410 kW (557 hp)', 'Petrol']","['Accident-free', 'FR 10/2014', '106,500 km', '410 kW (557 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz C 180,https://suchen.mobile.de/fahrzeuge/details.html?id=441090516&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=10&rd=100&ref=srp&refId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&s=Car&sb=rel&searchId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&vc=Car,C Limousine C 180 CGI,"14,999",14999,2016-11,False,9,116000,>100k,115.0,156.0,Petrol,Alster Automobile Hamburg,4.9,19,"Mercedes-Benz | Mercedes-Benz C 180 | First registration: 2016-11 | Accident-free: No | Mileage: 116,000 km | Fuel: Petrol | Power: 115.0 kW | Price: €14,999 | Seller: Alster Automobile Hamburg (4.9⭐) | Description: C Limousine C 180 CGI","['FR 11/2016', '116,000 km', '115 kW (156 hp)', 'Petrol']","['FR 11/2016', '116,000 km', '115 kW (156 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz GLC 250,https://suchen.mobile.de/fahrzeuge/details.html?id=442037156&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=10&rd=100&ref=srp&refId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&s=Car&sb=rel&searchId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&vc=Car,d 4M Excl. LED/AHK/Kamera/Burmest./Distr,"29,999",29999,2018-01,False,7,84072,50k-100k,150.0,204.0,Diesel,"Leseberg Automobile GmbH, Autorisierter Mercedes-Benz Service",4.7,1083,"Mercedes-Benz | Mercedes-Benz GLC 250 | First registration: 2018-01 | Accident-free: No | Mileage: 84,072 km | Fuel: Diesel | Power: 150.0 kW | Price: €29,999 | Seller: Leseberg Automobile GmbH, Autorisierter Mercedes-Benz Service (4.7⭐) | Description: d 4M Excl. LED/AHK/Kamera/Burmest./Distr","['FR 01/2018', '84,072 km', '150 kW (204 hp)', 'Diesel']","['FR 01/2018', '84,072 km', '150 kW (204 hp)', 'Diesel']"
Mercedes-Benz,Mercedes-Benz GLC 43 AMG,https://suchen.mobile.de/fahrzeuge/details.html?id=439821176&action=eyeCatcher&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=10&rd=100&ref=srp&refId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&s=Car&sb=rel&searchId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&vc=Car,"4M BURM,KEYL,NIGHT,MEM,MB100","30,500",30500,2018-09,True,7,94190,50k-100k,270.0,367.0,Petrol,"22179 Hamburg, Private Seller",,,"Mercedes-Benz | Mercedes-Benz GLC 43 AMG | First registration: 2018-09 | Accident-free: Yes | Mileage: 94,190 km | Fuel: Petrol | Power: 270.0 kW | Price: €30,500 | Seller: 22179 Hamburg, Private Seller | Description: 4M BURM,KEYL,NIGHT,MEM,MB100","['Accident-free', 'FR 09/2018', '94,190 km', '270 kW (367 hp)', 'Petrol']","['Accident-free', 'FR 09/2018', '94,190 km', '270 kW (367 hp)', 'Petrol']"
Audi,Audi A5,https://suchen.mobile.de/fahrzeuge/details.html?id=438428543&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=10&rd=100&ref=srp&refId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&s=Car&sb=rel&searchId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&vc=Car,quattro design*Head-up*LED*Leder*Bang & Olufs,"24,900",24900,2017-06,False,8,87233,50k-100k,185.0,252.0,Petrol,CZ-Fahrzeugforum GbR,4.5,48,"Audi | Audi A5 | First registration: 2017-06 | Accident-free: No | Mileage: 87,233 km | Fuel: Petrol | Power: 185.0 kW | Price: €24,900 | Seller: CZ-Fahrzeugforum GbR (4.5⭐) | Description: quattro design*Head-up*LED*Leder*Bang & Olufs","['FR 06/2017', '87,233 km', '185 kW (252 hp)', 'Petrol']","['FR 06/2017', '87,233 km', '185 kW (252 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz E 200,https://suchen.mobile.de/fahrzeuge/details.html?id=429514970&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=10&rd=100&ref=srp&refId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&s=Car&sb=rel&searchId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&vc=Car,Schiebedach*COMAND*Totwinkel*Spurhalte,"21,700",21700,2013-01,True,12,67133,50k-100k,135.0,184.0,Petrol,CZ-Fahrzeugforum GbR,4.5,48,"Mercedes-Benz | Mercedes-Benz E 200 | First registration: 2013-01 | Accident-free: Yes | Mileage: 67,133 km | Fuel: Petrol | Power: 135.0 kW | Price: €21,700 | Seller: CZ-Fahrzeugforum GbR (4.5⭐) | Description: Schiebedach*COMAND*Totwinkel*Spurhalte","['Accident-free', 'FR 01/2013', '67,133 km', '135 kW (184 hp)', 'Petrol']","['Accident-free', 'FR 01/2013', '67,133 km', '135 kW (184 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz E 200,https://suchen.mobile.de/fahrzeuge/details.html?id=442401873&action=eyeCatcher&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=10&rd=100&ref=srp&refId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&s=Car&sb=rel&searchId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&vc=Car,Not provided by seller.,"21,990",21990,2017-01,True,8,120747,>100k,135.0,184.0,Petrol,Nord-Ostsee Automobile SE & Co. KG - Autorisierter Mercedes-Benz Verkauf und Service,4.3,126,"Mercedes-Benz | Mercedes-Benz E 200 | First registration: 2017-01 | Accident-free: Yes | Mileage: 120,747 km | Fuel: Petrol | Power: 135.0 kW | Price: €21,990 | Seller: Nord-Ostsee Automobile SE & Co. KG - Autorisierter Mercedes-Benz Verkauf und Service (4.3⭐) | Description: Not provided by seller.","['Accident-free', 'FR 01/2017', '120,747 km', '135 kW (184 hp)', 'Petrol']","['Accident-free', 'FR 01/2017', '120,747 km', '135 kW (184 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz X 250,https://suchen.mobile.de/fahrzeuge/details.html?id=432917492&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=10&rd=100&ref=srp&refId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&s=Car&sb=rel&searchId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&vc=Car,d 4Matic Doppelkabine Edition Hardtop,"28,999",28999,2018-04,False,7,115775,>100k,140.0,190.0,Diesel,Jonen & Schreiber Automobile,4.4,29,"Mercedes-Benz | Mercedes-Benz X 250 | First registration: 2018-04 | Accident-free: No | Mileage: 115,775 km | Fuel: Diesel | Power: 140.0 kW | Price: €28,999 | Seller: Jonen & Schreiber Automobile (4.4⭐) | Description: d 4Matic Doppelkabine Edition Hardtop","['FR 04/2018', '115,775 km', '140 kW (190 hp)', 'Diesel']","['FR 04/2018', '115,775 km', '140 kW (190 hp)', 'Diesel']"
Mercedes-Benz,Mercedes-Benz E 200,https://suchen.mobile.de/fahrzeuge/details.html?id=442538277&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=10&rd=100&ref=srp&refId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&s=Car&sb=rel&searchId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&vc=Car,Not provided by seller.,"32,990",32990,2019-10,False,6,82000,50k-100k,145.0,197.0,Petrol,Atlas Automobile&Service Meisterbetrieb +Reifenservice,5,310,"Mercedes-Benz | Mercedes-Benz E 200 | First registration: 2019-10 | Accident-free: No | Mileage: 82,000 km | Fuel: Petrol | Power: 145.0 kW | Price: €32,990 | Seller: Atlas Automobile&Service Meisterbetrieb +Reifenservice (5⭐) | Description: Not provided by seller.","['FR 10/2019', '82,000 km', '145 kW (197 hp)', 'Petrol']","['FR 10/2019', '82,000 km', '145 kW (197 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz C 180,https://suchen.mobile.de/fahrzeuge/details.html?id=436952627&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=10&rd=100&ref=srp&refId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&s=Car&sb=rel&searchId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&vc=Car,Cabrio AMG 2HD NAVI AIRSCFT PDC LED,"24,490",24490,2017-03,True,8,80000,50k-100k,115.0,156.0,Petrol,Autohaus Wentorf,5,49,"Mercedes-Benz | Mercedes-Benz C 180 | First registration: 2017-03 | Accident-free: Yes | Mileage: 80,000 km | Fuel: Petrol | Power: 115.0 kW | Price: €24,490 | Seller: Autohaus Wentorf (5⭐) | Description: Cabrio AMG 2HD NAVI AIRSCFT PDC LED","['Accident-free', 'FR 03/2017', '80,000 km', '115 kW (156 hp)', 'Petrol']","['Accident-free', 'FR 03/2017', '80,000 km', '115 kW (156 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz A 250,https://suchen.mobile.de/fahrzeuge/details.html?id=438173731&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=10&rd=100&ref=srp&refId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&s=Car&sb=rel&searchId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&vc=Car,e Limo AMG NIGHT AHK SPUR PDC SHZ,"25,925",25925,2020-11,True,5,85674,50k-100k,118.0,160.0,Petrol,Süverkrüp Automobile GmbH & Co KG Mercedes-Benz Kiel,4.5,237,"Mercedes-Benz | Mercedes-Benz A 250 | First registration: 2020-11 | Accident-free: Yes | Mileage: 85,674 km | Fuel: Petrol | Power: 118.0 kW | Price: €25,925 | Seller: Süverkrüp Automobile GmbH & Co KG Mercedes-Benz Kiel (4.5⭐) | Description: e Limo AMG NIGHT AHK SPUR PDC SHZ","['Accident-free', 'FR 11/2020', '85,674 km', '118 kW (160 hp)', 'Petrol']","['Accident-free', 'FR 11/2020', '85,674 km', '118 kW (160 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz E 200,https://suchen.mobile.de/fahrzeuge/details.html?id=435061370&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=10&rd=100&ref=srp&refId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&s=Car&sb=rel&searchId=af9d5099-d50a-5d3f-54e9-24cfdb808c3e&vc=Car,AVANTGARDE WIDE KAMERA SPUR PDC SHZ,"25,970",25970,2018-11,False,7,86110,50k-100k,135.0,184.0,Petrol,Süverkrüp Automobile GmbH & Co. KG - Autorisierter Mercedes-Benz Verkauf und Service,4.4,34,"Mercedes-Benz | Mercedes-Benz E 200 | First registration: 2018-11 | Accident-free: No | Mileage: 86,110 km | Fuel: Petrol | Power: 135.0 kW | Price: €25,970 | Seller: Süverkrüp Automobile GmbH & Co. KG - Autorisierter Mercedes-Benz Verkauf und Service (4.4⭐) | Description: AVANTGARDE WIDE KAMERA SPUR PDC SHZ","['FR 11/2018', '86,110 km', '135 kW (184 hp)', 'Petrol']","['FR 11/2018', '86,110 km', '135 kW (184 hp)', 'Petrol']"
